,gt_label,gt_rank,gt_score,top1_label,top1_score,score_gap,image_path,difficulty,scale_score
8957,2,0,31.11722183227539,2,31.11722183227539,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/595.jpg,soft,0.09465011384765377
8959,2,0,29.715940475463867,2,29.715940475463867,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/313.jpg,medium,0.11022624809832225
8966,2,0,31.731735229492188,2,31.731735229492188,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/527.jpg,soft,0.12742906626165892
8976,2,0,30.1998348236084,2,30.1998348236084,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/509.jpg,soft,0.08904728749367657
8977,2,0,32.629940032958984,2,32.629940032958984,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/256.jpg,soft,0.1275101806074706
8980,2,0,34.87977600097656,2,34.87977600097656,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/247.jpg,soft,0.09267771368827206
8982,2,0,30.316814422607422,2,30.316814422607422,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/362.jpg,soft,0.11515048560080288
8985,2,0,32.88597869873047,2,32.88597869873047,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/221.jpg,soft,0.10999070859909979
8986,2,0,30.293682098388672,2,30.293682098388672,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/167.jpg,soft,0.12880355058055373
8988,2,0,28.7120304107666,2,28.7120304107666,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/515.jpg,medium,0.12995004518822273
8990,2,0,30.70644760131836,2,30.70644760131836,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/690.jpg,soft,0.1039130371171324
8998,2,0,32.89844512939453,2,32.89844512939453,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/374.jpg,soft,0.1256406316557535
9000,2,1,31.25428581237793,8,31.517013549804688,0.2627277374267578,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/452.jpg,medium,0.06933163785840048
9001,2,0,31.495681762695312,2,31.495681762695312,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/152.jpg,soft,0.13145989820211443
9004,2,0,28.5612850189209,2,28.5612850189209,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/738.jpg,medium,0.11287913667968624
9005,2,0,31.449790954589844,2,31.449790954589844,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/506.jpg,soft,0.13994557548632158
9010,2,0,35.0406608581543,2,35.0406608581543,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/056.jpg,soft,0.128888835640416
9012,2,0,33.54557418823242,2,33.54557418823242,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/101.jpg,soft,0.1224032062512158
9015,2,0,33.06232452392578,2,33.06232452392578,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/382.jpg,soft,0.09255526571636892
9018,2,0,33.717613220214844,2,33.717613220214844,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/397.jpg,soft,0.11148752727377768
9019,2,0,32.5084114074707,2,32.5084114074707,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/047.jpg,soft,0.13473798727799358
9021,2,0,34.01639175415039,2,34.01639175415039,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/340.jpg,soft,0.1161399518332909
9022,2,0,31.94715118408203,2,31.94715118408203,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/435.jpg,soft,0.1355720400207184
9025,2,0,31.754610061645508,2,31.754610061645508,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/529.jpg,soft,0.13209477799705255
9028,2,0,30.487363815307617,2,30.487363815307617,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/642.jpg,soft,0.10865006089993454
9031,2,0,30.844070434570312,2,30.844070434570312,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/468.jpg,soft,0.11969889005115802
9032,2,0,31.152385711669922,2,31.152385711669922,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/414.jpg,soft,0.11853620827859151
9033,2,0,31.33268928527832,2,31.33268928527832,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/403.jpg,soft,0.10498591685262659
9040,2,0,30.94371223449707,2,30.94371223449707,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/299.jpg,soft,0.10889797247977773
9043,2,0,29.40650749206543,2,29.40650749206543,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/381.jpg,medium,0.13870101172195376
9044,2,0,32.519229888916016,2,32.519229888916016,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/535.jpg,soft,0.11969714310178264
9048,2,0,31.60216522216797,2,31.60216522216797,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/481.jpg,soft,0.11835075946384244
9050,2,0,34.41830062866211,2,34.41830062866211,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/774.jpg,soft,0.11482987383352788
9052,2,0,30.517980575561523,2,30.517980575561523,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/276.jpg,soft,0.11311297011120584
9054,2,0,32.58381652832031,2,32.58381652832031,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/319.jpg,soft,0.10856125035105577
9055,2,0,32.18423843383789,2,32.18423843383789,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/137.jpg,soft,0.12355222861053786
9059,2,0,31.50223731994629,2,31.50223731994629,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/737.jpg,soft,0.10110578726870265
9062,2,0,32.368892669677734,2,32.368892669677734,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/267.jpg,soft,0.13856939542681213
9065,2,0,32.18457794189453,2,32.18457794189453,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/563.jpg,soft,0.0847092019885422
9069,2,0,33.49538040161133,2,33.49538040161133,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/530.jpg,soft,0.1382913149940891
9070,2,0,32.950599670410156,2,32.950599670410156,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/127.jpg,soft,0.11848200783460967
9080,2,0,31.820823669433594,2,31.820823669433594,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/415.jpg,soft,0.0919608943187901
9081,2,1,30.220504760742188,11,31.060941696166992,0.8404369354248047,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/482.jpg,medium,0.11393460001266659
9088,2,0,30.81805419921875,2,30.81805419921875,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/419.jpg,soft,0.09912267919552792
9097,2,0,32.217220306396484,2,32.217220306396484,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/695.jpg,soft,0.06851533580962067
9101,2,0,28.51707649230957,2,28.51707649230957,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/111.jpg,medium,0.13691982901718336
9104,2,0,32.08867645263672,2,32.08867645263672,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/317.jpg,soft,0.10787601038206716
9113,2,0,34.814552307128906,2,34.814552307128906,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/246.jpg,soft,0.1299383099115722
9115,2,0,29.348979949951172,2,29.348979949951172,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/659.jpg,medium,0.13273970522068945
9120,2,0,29.192914962768555,2,29.192914962768555,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/225.jpg,medium,0.11395841162036462
9121,2,0,33.71053695678711,2,33.71053695678711,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/252.jpg,soft,0.11291023513801286
9125,2,0,29.351781845092773,2,29.351781845092773,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/292.jpg,medium,0.10226916907955425
9128,2,0,30.645891189575195,2,30.645891189575195,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/159.jpg,soft,0.07954862247827943
9130,2,0,32.46028518676758,2,32.46028518676758,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/464.jpg,soft,0.137070321778101
9134,2,0,33.16112518310547,2,33.16112518310547,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/057.jpg,soft,0.133057116748725
9135,2,0,29.905261993408203,2,29.905261993408203,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/005.jpg,medium,0.10330065915666116
9136,2,0,30.497058868408203,2,30.497058868408203,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/121.jpg,soft,0.10757790032368186
9139,2,0,31.50995635986328,2,31.50995635986328,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/645.jpg,soft,0.10354297613212765
9146,2,0,32.29566192626953,2,32.29566192626953,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/678.jpg,soft,0.1242634476137298
9154,2,0,30.475749969482422,2,30.475749969482422,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/392.jpg,soft,0.11490218501705744
9160,2,0,32.60123825073242,2,32.60123825073242,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/451.jpg,soft,0.125762268472722
9164,2,0,33.013511657714844,2,33.013511657714844,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/332.jpg,soft,0.12076446832692878
9167,2,0,31.192977905273438,2,31.192977905273438,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/750.jpg,soft,0.0902851146692544
9170,2,0,30.80919647216797,2,30.80919647216797,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/554.jpg,soft,0.10781014472313899
9171,2,0,32.52030944824219,2,32.52030944824219,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/308.jpg,soft,0.11869641925948346
9174,2,0,29.5655574798584,2,29.5655574798584,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/021.jpg,medium,0.06724320494400282
9179,2,0,32.29875183105469,2,32.29875183105469,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/142.jpg,soft,0.13670725940839717
9186,2,0,30.90317726135254,2,30.90317726135254,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/572.jpg,soft,0.10808751746886643
9190,2,0,25.23891830444336,2,25.23891830444336,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/656.jpg,medium,0.10337116894706776
9193,2,0,30.593814849853516,2,30.593814849853516,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/449.jpg,soft,0.1265666367935686
9195,2,0,32.28688430786133,2,32.28688430786133,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/663.jpg,soft,0.1389795499971202
9196,2,0,31.359376907348633,2,31.359376907348633,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/095.jpg,soft,0.13285258303070083
9201,2,0,30.51296615600586,2,30.51296615600586,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/155.jpg,soft,0.1000923638823712
9210,2,0,31.758745193481445,2,31.758745193481445,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/326.jpg,soft,0.10821294489477218
9211,2,0,31.369384765625,2,31.369384765625,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/420.jpg,soft,0.12714506034170567
9213,2,0,31.15147590637207,2,31.15147590637207,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/485.jpg,soft,0.08598769779925985
9219,2,0,31.25153350830078,2,31.25153350830078,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/158.jpg,soft,0.08211036470986116
9220,2,0,31.48594093322754,2,31.48594093322754,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/587.jpg,soft,0.09994543697481001
9223,2,0,32.31125259399414,2,32.31125259399414,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/148.jpg,soft,0.12842925321122156
9236,2,0,33.3630485534668,2,33.3630485534668,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/552.jpg,soft,0.11021375203948283
9238,2,0,29.363080978393555,2,29.363080978393555,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/406.jpg,medium,0.11817632860136387
9241,2,0,30.133630752563477,2,30.133630752563477,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/138.jpg,soft,0.12334158662182347
9246,2,0,33.836273193359375,2,33.836273193359375,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/207.jpg,soft,0.1399761925452161
9256,2,0,32.288516998291016,2,32.288516998291016,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/667.jpg,soft,0.06349131543411908
9261,2,0,28.3554630279541,2,28.3554630279541,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/223.jpg,medium,0.11594155997518009
9263,2,0,30.801513671875,2,30.801513671875,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/417.jpg,soft,0.07219211096074536
9264,2,0,32.949127197265625,2,32.949127197265625,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/780.jpg,soft,0.09110379676657203
9271,2,0,31.218387603759766,2,31.218387603759766,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/588.jpg,soft,0.055443621973000706
9272,2,0,31.82183837890625,2,31.82183837890625,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/336.jpg,soft,0.13903313334477385
9280,2,0,30.833663940429688,2,30.833663940429688,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/164.jpg,soft,0.12348086478266233
9282,2,0,32.2891960144043,2,32.2891960144043,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/301.jpg,soft,0.08565279852448358
9283,2,0,30.82941436767578,2,30.82941436767578,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/146.jpg,soft,0.09598536085724538
9285,2,0,31.798734664916992,2,31.798734664916992,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/161.jpg,soft,0.11701538721400852
9286,2,0,31.525619506835938,2,31.525619506835938,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/038.jpg,soft,0.13357063932541632
9288,2,0,30.788597106933594,2,30.788597106933594,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/681.jpg,soft,0.05358849254866113
9305,2,0,33.62796401977539,2,33.62796401977539,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/318.jpg,soft,0.13419261714577332
9306,2,0,31.24091911315918,2,31.24091911315918,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/416.jpg,soft,0.0734345188745479
9307,2,0,33.02669906616211,2,33.02669906616211,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/200.jpg,soft,0.08867149661103071
9308,2,0,31.968873977661133,2,31.968873977661133,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/321.jpg,soft,0.10951110237344794
9313,2,0,30.496259689331055,2,30.496259689331055,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/488.jpg,soft,0.08740891439062684
9316,2,0,30.055906295776367,2,30.055906295776367,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/781.jpg,soft,0.13674119161618245
9318,2,0,32.75227355957031,2,32.75227355957031,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/244.jpg,soft,0.13986018436389547
9321,2,0,31.17722511291504,2,31.17722511291504,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/783.jpg,soft,0.1394399759157455
9322,2,0,30.842432022094727,2,30.842432022094727,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/394.jpg,soft,0.09858964360353065
9324,2,0,33.22079849243164,2,33.22079849243164,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/157.jpg,soft,0.13776958175115403
9333,2,0,32.97526931762695,2,32.97526931762695,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/041.jpg,soft,0.10543647234804429
9334,2,0,30.756473541259766,2,30.756473541259766,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/742.jpg,soft,0.08723995518120867
9335,2,0,31.41087532043457,2,31.41087532043457,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/219.jpg,soft,0.12743573083903864
9338,2,0,31.4970645904541,2,31.4970645904541,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/602.jpg,soft,0.10862310478700705
9354,2,0,30.16356086730957,2,30.16356086730957,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/383.jpg,soft,0.1300268843942614
9361,2,0,30.229833602905273,2,30.229833602905273,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/165.jpg,soft,0.12639056879326982
9364,2,0,33.38477325439453,2,33.38477325439453,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/606.jpg,soft,0.12034349690450209
9370,2,0,31.80080223083496,2,31.80080223083496,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/141.jpg,soft,0.12919605000028994
9372,2,0,30.491554260253906,2,30.491554260253906,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/616.jpg,soft,0.10650172479859353
9374,2,0,30.363840103149414,2,30.363840103149414,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/767.jpg,soft,0.13644123493821442
9379,2,0,33.13704299926758,2,33.13704299926758,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/686.jpg,soft,0.11997889985679441
9381,2,1,26.419641494750977,14,26.55589485168457,0.13625335693359375,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/491.jpg,medium,0.07177528546660189
9386,2,0,31.034400939941406,2,31.034400939941406,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/453.jpg,soft,0.0805842990277267
9392,2,0,31.135242462158203,2,31.135242462158203,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/405.jpg,soft,0.1303833149574578
9393,2,0,32.287723541259766,2,32.287723541259766,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/058.jpg,soft,0.04502048002386794
9395,2,0,31.164886474609375,2,31.164886474609375,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/579.jpg,soft,0.10788609248818404
9397,2,0,31.030920028686523,2,31.030920028686523,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/779.jpg,soft,0.1204109914217233
9401,2,0,32.74245834350586,2,32.74245834350586,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/472.jpg,soft,0.1386328268395729
9409,2,0,31.02974510192871,2,31.02974510192871,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/432.jpg,soft,0.09598475216651137
9419,2,0,31.851394653320312,2,31.851394653320312,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/673.jpg,soft,0.1046258040443684
9425,2,0,27.391876220703125,2,27.391876220703125,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/341.jpg,medium,0.08920867711807128
9426,2,0,32.025482177734375,2,32.025482177734375,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/418.jpg,soft,0.06323949656632968
9429,2,0,31.69657325744629,2,31.69657325744629,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/309.jpg,soft,0.11270763165581082
9430,2,0,25.661998748779297,2,25.661998748779297,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/052.jpg,medium,0.11912653538742686
9431,2,0,32.07145690917969,2,32.07145690917969,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/365.jpg,soft,0.13704204476924803
9432,2,0,30.604930877685547,2,30.604930877685547,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/312.jpg,soft,0.10841828650396519
9438,2,0,31.112895965576172,2,31.112895965576172,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/297.jpg,soft,0.12601531253828813
9440,2,0,31.847688674926758,2,31.847688674926758,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/711.jpg,soft,0.13626968417455712
9445,2,0,31.926700592041016,2,31.926700592041016,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/128.jpg,soft,0.11018595661742091
9448,2,0,32.658348083496094,2,32.658348083496094,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/019.jpg,soft,0.10434728902319809
9452,2,0,34.61715316772461,2,34.61715316772461,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/055.jpg,soft,0.06379547923343819
9456,2,0,32.03641891479492,2,32.03641891479492,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/694.jpg,soft,0.07946266053201574
9458,2,0,30.088146209716797,2,30.088146209716797,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/657.jpg,soft,0.12336961656062304
9461,2,0,31.703445434570312,2,31.703445434570312,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/386.jpg,soft,0.1087338979778517
9462,2,0,31.817771911621094,2,31.817771911621094,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/736.jpg,soft,0.1301123608823308
9465,2,0,31.86331558227539,2,31.86331558227539,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/584.jpg,soft,0.1018667825576252
9466,2,0,29.318740844726562,2,29.318740844726562,0.0,/kaggle/input/datasets/ankit1743/skyview-an-aerial-landscape-dataset/Aerial_Landscapes/Beach/404.jpg,medium,0.08258874010661187
